Model,M,N,K,SM,SN,SK,Q,QN,SP,Method,Time(ms),TFLOPS,Bandwidth(GB/s)
palm-8B,128,256000,4096,1,1,4096,False,16,CC,SG_LANG,0.6747,397.84,1651.96
palm-8B,1024,4096,4096,1024,4096,4096,False,16,TT,MXBLAS,0.0514,668.67,571.38
palm-8B,1024,4096,4096,1024,4096,4096,False,16,TT,COAT,0.0748,459.48,392.62
palm-8B,1024,4096,4096,1024,4096,4096,False,16,TT,CUTLASS,0.0840,409.26,349.71
palm-8B,1024,4096,4096,1024,4096,4096,False,16,TT,TE_CUBLAS,0.0547,627.95,536.58
palm-8B,1024,4096,4096,1,128,128,False,16,GB,MXBLAS,0.0603,569.47,486.61
palm-8B,1024,4096,4096,1,128,128,False,16,GB,DEEP_GEMM,0.0751,457.76,391.16
palm-8B,1024,4096,4096,1,128,128,False,16,GB,CUTLASS,0.0988,347.95,297.32
palm-8B,1024,4096,4096,1,128,128,False,16,GB,SG_LANG,0.0962,357.02,305.07
palm-8B,1024,4096,4096,128,128,128,False,16,BB,MXBLAS,0.0703,489.00,417.85
palm-8B,1024,4096,4096,128,128,128,False,16,BB,FB_GEMM,0.1023,335.86,286.99
palm-8B,1024,4096,4096,128,128,128,False,16,BB,CUTLASS,0.0989,347.44,296.88
palm-8B,1024,4096,4096,1,1,4096,False,16,CC,MXBLAS,0.0518,663.05,566.57
palm-8B,1024,4096,4096,1,1,4096,False,16,CC,FB_GEMM,0.1019,337.35,288.26
palm-8B,1024,4096,4096,1,1,4096,False,16,CC,SG_LANG,0.0560,613.26,524.03
palm-8B,1024,16384,4096,1024,16384,4096,False,16,TT,MXBLAS,0.1774,774.72,591.06
palm-8B,1024,16384,4096,1024,16384,4096,False,16,TT,COAT,0.1903,722.34,551.10
palm-8B,1024,16384,4096,1024,16384,4096,False,16,TT,CUTLASS,0.2353,583.99,445.55
palm-8B,1024,16384,4096,1024,16384,4096,False,16,TT,TE_CUBLAS,0.1727,795.65,607.03
palm-8B,1024,16384,4096,1,128,128,False,16,GB,MXBLAS,0.2044,672.34,512.96
palm-8B,1024,16384,4096,1,128,128,False,16,GB,DEEP_GEMM,0.2342,586.72,447.63
palm-8B,1024,16384,4096,1,128,128,False,16,GB,CUTLASS,0.2751,499.64,381.20
palm-8B,1024,16384,4096,1,128,128,False,16,GB,SG_LANG,0.2770,496.23,378.59
palm-8B,1024,16384,4096,128,128,128,False,16,BB,MXBLAS,0.2293,599.45,457.34
palm-8B,1024,16384,4096,128,128,128,False,16,BB,FB_GEMM,0.2874,478.17,364.82
palm-8B,1024,16384,4096,128,128,128,False,16,BB,CUTLASS,0.2765,497.10,379.26
palm-8B,1024,16384,4096,1,1,4096,False,16,CC,MXBLAS,0.1779,772.78,589.58
palm-8B,1024,16384,4096,1,1,4096,False,16,CC,FB_GEMM,0.1887,728.50,555.80
palm-8B,1024,16384,4096,1,1,4096,False,16,CC,SG_LANG,0.1506,912.42,696.12
palm-8B,1024,4096,16384,1024,4096,16384,False,16,TT,MXBLAS,0.1705,805.97,541.11
palm-8B,1024,4096,16384,1024,4096,16384,False,16,TT,COAT,0.2624,523.78,351.66
palm-8B,1024,4096,16384,1024,4096,16384,False,16,TT,CUTLASS,0.2599,528.73,354.98
palm-8B,1024,4096,16384,1024,4096,16384,False,16,TT,TE_CUBLAS,0.1738,790.82,530.94
palm-8B,1024,4096,16384,1,128,128,False,16,GB,MXBLAS,0.2102,653.88,439.01
palm-8B,1024,4096,16384,1,128,128,False,16,GB,DEEP_GEMM,0.2763,497.51,334.02
palm-8B,1024,4096,16384,1,128,128,False,16,GB,CUTLASS,0.3124,439.96,295.38
palm-8B,1024,4096,16384,1,128,128,False,16,GB,SG_LANG,0.3479,395.09,265.26
palm-8B,1024,4096,16384,128,128,128,False,16,BB,MXBLAS,0.2495,550.80,369.80
palm-8B,1024,4096,16384,128,128,128,False,16,BB,FB_GEMM,0.3662,375.35,252.00
palm-8B,1024,4096,16384,128,128,128,False,16,BB,CUTLASS,0.3139,437.84,293.96
palm-8B,1024,4096,16384,1,1,16384,False,16,CC,MXBLAS,0.1696,810.25,543.99
palm-8B,1024,4096,16384,1,1,16384,False,16,CC,FB_GEMM,0.2498,550.17,369.38
palm-8B,1024,4096,16384,1,1,16384,False,16,CC,SG_LANG,0.2086,659.02,442.45
palm-8B,1024,256000,4096,1024,256000,4096,False,16,TT,MXBLAS,2.3290,922.06,677.14
palm-8B,1024,256000,4096,1024,256000,4096,False,16,TT,COAT,2.4845,864.35,634.76
palm-8B,1024,256000,4096,1024,256000,4096,False,16,TT,CUTLASS,3.3772,635.87,466.97
palm-8B,1024,256000,4096,1024,256000,4096,False,16,TT,TE_CUBLAS,2.3360,919.30,675.11
palm-8B,1024,256000,4096,1,128,128,False,16,GB,MXBLAS,2.6310,816.22,599.41
palm-8B,1024,256000,4096,1,128,128,False,16,GB,DEEP_GEMM,3.2699,656.75,482.30
palm-8B,1024,256000,4096,1,128,128,False,16,GB,CUTLASS,4.0536,529.77,389.05
palm-8B,1024,256000,4096,1,128,128,False,16,GB,SG_LANG,4.1038,523.29,384.29
palm-8B,1024,256000,4096,128,128,128,False,16,BB,MXBLAS,3.0940,694.08,509.72
palm-8B,1024,256000,4096,128,128,128,False,16,BB,FB_GEMM,3.9447,544.40,399.79
palm-8B,1024,256000,4096,128,128,128,False,16,BB,CUTLASS,4.0855,525.64,386.02
palm-8B,1024,256000,4096,1,1,4096,False,16,CC,MXBLAS,2.3760,903.82,663.75
palm-8B,1024,256000,4096,1,1,4096,False,16,CC,FB_GEMM,2.4535,875.26,642.77
palm-8B,1024,256000,4096,1,1,4096,False,16,CC,SG_LANG,3.5601,603.21,442.98
palm-8B,4096,4096,4096,4096,4096,4096,False,16,TT,MXBLAS,0.1714,802.07,391.63
palm-8B,4096,4096,4096,4096,4096,4096,False,16,TT,COAT,0.1865,737.00,359.86
palm-8B,4096,4096,4096,4096,4096,4096,False,16,TT,CUTLASS,0.2277,603.59,294.72
palm-8B,4096,4096,4096,4096,4096,4096,False,16,TT,TE_CUBLAS,0.1722,798.30,389.79
palm-8B,4096,4096,4096,1,128,128,False,16,GB,MXBLAS,0.2073,662.91,323.69
palm-8B,4096,4096,4096,1,128,128,False,16,GB,DEEP_GEMM,0.2300,597.61,291.80
palm-8B,4096,4096,4096,1,128,128,False,16,GB,CUTLASS,0.2730,503.43,245.81
palm-8B,4096,4096,4096,1,128,128,False,16,GB,SG_LANG,0.2742,501.23,244.74
palm-8B,4096,4096,4096,128,128,128,False,16,BB,MXBLAS,0.2349,585.08,285.68
palm-8B,4096,4096,4096,128,128,128,False,16,BB,FB_GEMM,0.2836,484.55,236.60
palm-8B,4096,4096,4096,128,128,128,False,16,BB,CUTLASS,0.2691,510.69,249.36
palm-8B,4096,4096,4096,1,1,4096,False,16,CC,MXBLAS,0.1720,799.26,390.27
palm-8B,4096,4096,4096,1,1,4096,False,16,CC,FB_GEMM,0.1881,730.61,356.74
palm-8B,4096,4096,4096,1,1,4096,False,16,CC,SG_LANG,0.1502,914.84,446.70
palm-8B,4096,16384,4096,4096,16384,4096,False,16,TT,MXBLAS,0.5997,916.78,363.71
palm-8B,4096,16384,4096,4096,16384,4096,False,16,TT,COAT,0.6625,829.83,329.22
palm-8B,4096,16384,4096,4096,16384,4096,False,16,TT,CUTLASS,0.8774,626.57,248.58
palm-8B,4096,16384,4096,4096,16384,4096,False,16,TT,TE_CUBLAS,0.6060,907.17,359.90
palm-8B,4096,16384,4096,1,128,128,False,16,GB,MXBLAS,0.6791,809.48,321.14
palm-8B,4096,16384,4096,1,128,128,False,16,GB,DEEP_GEMM,0.8754,627.99,249.14
palm-8B,4096,16384,4096,1,128,128,False,16,GB,CUTLASS,1.0441,526.52,208.89
palm-8B,4096,16384,4096,1,128,128,False,16,GB,SG_LANG,1.0735,512.10,203.17
palm-8B,4096,16384,4096,128,128,128,False,16,BB,MXBLAS,0.7818,703.23,278.99
palm-8B,4096,16384,4096,128,128,128,False,16,BB,FB_GEMM,1.0189,539.58,214.06
palm-8B,4096,16384,4096,128,128,128,False,16,BB,CUTLASS,1.0538,521.66,206.96
palm-8B,4096,16384,4096,1,1,4096,False,16,CC,MXBLAS,0.6138,895.73,355.36
palm-8B,4096,16384,4096,1,1,4096,False,16,CC,FB_GEMM,0.6345,866.39,343.72
palm-8B,4096,16384,4096,1,1,4096,False,16,CC,SG_LANG,0.7668,716.98,284.45
palm-8B,4096,4096,16384,4096,4096,16384,False,16,TT,MXBLAS,0.6359,864.60,263.85
palm-8B,4096,4096,16384,4096,4096,16384,False,16,TT,COAT,0.6418,856.63,261.42
palm-8B,4096,4096,16384,4096,4096,16384,False,16,TT,CUTLASS,0.7329,750.14,228.93
palm-8B,4096,4096,16384,4096,4096,16384,False,16,TT,TE_CUBLAS,0.6292,873.74,266.65
palm-8B,4096,4096,16384,1,128,128,False,16,GB,MXBLAS,0.7527,730.33,222.88
palm-8B,4096,4096,16384,1,128,128,False,16,GB,DEEP_GEMM,0.7861,699.33,213.42
palm-8B,4096,4096,16384,1,128,128,False,16,GB,CUTLASS,0.9029,608.89,185.82
palm-8B,4096,4096,16384,1,128,128,False,16,GB,SG_LANG,1.0117,543.38,165.83
palm-8B,4096,4096,16384,128,128,128,False,16,BB,MXBLAS,0.9111,603.38,184.14
palm-8B,4096,4096,16384,128,128,128,False,16,BB,FB_GEMM,1.0255,536.06,163.59
palm-8B,4096,4096,16384,128,128,128,False,16,BB,CUTLASS,0.8931,615.55,187.85
palm-8B,4096,4096,16384,1,1,16384,False,16,CC,MXBLAS,0.6379,861.78,263.00
palm-8B,4096,4096,16384,1,1,16384,False,16,CC,FB_GEMM,0.6337,867.48,264.73
palm-8B,4096,4096,16384,1,1,16384,False,16,CC,SG_LANG,0.6916,794.89,242.58
palm-8B,4096,256000,4096,4096,256000,4096,False,16,TT,MXBLAS,9.6920,886.29,326.30
palm-8B,4096,256000,4096,4096,256000,4096,False,16,TT,COAT,10.7202,801.28,295.00
palm-8B,4096,256000,4096,4096,256000,4096,False,16,TT,CUTLASS,13.4710,637.66,234.76
palm-8B,4096,256000,4096,4096,256000,4096,False,16,TT,TE_CUBLAS,8.9920,955.29,351.70
palm-8B,4096,256000,4096,1,128,128,False,16,GB,MXBLAS,10.7830,796.62,293.29
palm-8B,4096,256000,4096,1,128,128,False,16,GB,DEEP_GEMM,13.4349,639.38,235.40
palm-8B,4096,256000,4096,1,128,128,False,16,GB,CUTLASS,16.0855,534.02,196.61
palm-8B,4096,256000,4096,1,128,128,False,16,GB,SG_LANG,16.1021,533.47,196.40
palm-8B,4096,256000,4096,128,128,128,False,16,BB,MXBLAS,12.3920,693.18,255.21
palm-8B,4096,256000,4096,128,128,128,False,16,BB,FB_GEMM,15.3309,560.30,206.28
palm-8B,4096,256000,4096,128,128,128,False,16,BB,CUTLASS,16.1944,530.43,195.28
palm-8B,4096,256000,4096,1,1,4096,False,16,CC,MXBLAS,9.7600,880.12,324.03
palm-8B,4096,256000,4096,1,1,4096,False,16,CC,FB_GEMM,10.6138,809.31,297.96
palm-8B,4096,256000,4096,1,1,4096,False,16,CC,SG_LANG,12.5266,685.73,252.46
palm-8B,8192,4096,4096,8192,4096,4096,False,16,TT,MXBLAS,0.3057,899.03,384.11
palm-8B,8192,4096,4096,8192,4096,4096,False,16,TT,COAT,0.3277,838.91,358.42
palm-8B,8192,4096,4096,8192,4096,4096,False,16,TT,CUTLASS,0.4392,625.82,267.38
palm-8B,8192,4096,4096,8192,4096,4096,False,16,TT,TE_CUBLAS,0.3085,891.05,380.70
palm-8B,8192,4096,4096,1,128,128,False,16,GB,MXBLAS,0.3717,739.52,315.96
palm-8B,8192,4096,4096,1,128,128,False,16,GB,DEEP_GEMM,0.4384,627.06,267.91
palm-8B,8192,4096,4096,1,128,128,False,16,GB,CUTLASS,0.5246,523.98,223.87
palm-8B,8192,4096,4096,1,128,128,False,16,GB,SG_LANG,0.5313,517.39,221.05
palm-8B,8192,4096,4096,128,128,128,False,16,BB,MXBLAS,0.4230,649.82,277.63
palm-8B,8192,4096,4096,128,128,128,False,16,BB,FB_GEMM,0.5163,532.37,227.45
palm-8B,8192,4096,4096,128,128,128,False,16,BB,CUTLASS,0.5241,524.49,224.09
palm-8B,8192,4096,4096,1,1,4096,False,16,CC,MXBLAS,0.3165,868.48,371.06
palm-8B,8192,4096,4096,1,1,4096,False,16,CC,FB_GEMM,0.3253,845.11,361.07
palm-8B,8192,4096,4096,1,1,4096,False,16,CC,SG_LANG,0.3178,864.89,369.52
palm-8B,8192,16384,4096,8192,16384,4096,False,16,TT,MXBLAS,1.1570,950.31,319.01
palm-8B,8192,16384,4096,8192,16384,4096,False,16,TT,COAT,1.2830,856.97,287.68
palm-8B,8192,16384,4096,8192,16384,4096,False,16,TT,CUTLASS,1.7003,646.67,217.08
palm-8B,8192,16384,4096,8192,16384,4096,False,16,TT,TE_CUBLAS,1.1760,934.96,313.86
palm-8B,8192,16384,4096,1,128,128,False,16,GB,MXBLAS,1.3570,810.25,272.00
palm-8B,8192,16384,4096,1,128,128,False,16,GB,DEEP_GEMM,1.7091,643.34,215.96
palm-8B,8192,16384,4096,1,128,128,False,16,GB,CUTLASS,2.0189,544.61,182.82
palm-8B,8192,16384,4096,1,128,128,False,16,GB,SG_LANG,2.0843,527.52,177.08
palm-8B,8192,16384,4096,128,128,128,False,16,BB,MXBLAS,1.5030,731.54,245.57
palm-8B,8192,16384,4096,128,128,128,False,16,BB,FB_GEMM,1.9904,552.41,185.44
palm-8B,8192,16384,4096,128,128,128,False,16,BB,CUTLASS,2.0433,538.10,180.64
palm-8B,8192,16384,4096,1,1,4096,False,16,CC,MXBLAS,1.1870,926.29,310.95
palm-8B,8192,16384,4096,1,1,4096,False,16,CC,FB_GEMM,1.2566,874.99,293.73
palm-8B,8192,16384,4096,1,1,4096,False,16,CC,SG_LANG,1.5161,725.24,243.46
palm-8B,8192,4096,16384,8192,4096,16384,False,16,TT,MXBLAS,1.1200,981.71,239.67
palm-8B,8192,4096,16384,8192,4096,16384,False,16,TT,COAT,1.1488,957.06,233.66
palm-8B,8192,4096,16384,8192,4096,16384,False,16,TT,CUTLASS,1.5154,725.54,177.13
palm-8B,8192,4096,16384,8192,4096,16384,False,16,TT,TE_CUBLAS,1.2030,913.97,223.14
palm-8B,8192,4096,16384,1,128,128,False,16,GB,MXBLAS,1.3720,801.39,195.65
palm-8B,8192,4096,16384,1,128,128,False,16,GB,DEEP_GEMM,1.5481,710.25,173.40
palm-8B,8192,4096,16384,1,128,128,False,16,GB,CUTLASS,1.7745,619.62,151.27
palm-8B,8192,4096,16384,1,128,128,False,16,GB,SG_LANG,2.0124,546.37,133.39
palm-8B,8192,4096,16384,128,128,128,False,16,BB,MXBLAS,1.7080,643.74,157.16
palm-8B,8192,4096,16384,128,128,128,False,16,BB,FB_GEMM,1.8638,589.95,144.03
palm-8B,8192,4096,16384,128,128,128,False,16,BB,CUTLASS,1.7846,616.12,150.42
palm-8B,8192,4096,16384,1,1,16384,False,16,CC,MXBLAS,1.1280,974.74,237.97
palm-8B,8192,4096,16384,1,1,16384,False,16,CC,FB_GEMM,1.1227,979.34,239.10
palm-8B,8192,4096,16384,1,1,16384,False,16,CC,SG_LANG,1.4109,779.30,190.26
palm-8B,8192,256000,4096,8192,256000,4096,False,16,TT,MXBLAS,19.8740,864.44,265.49
palm-8B,8192,256000,4096,8192,256000,4096,False,16,TT,COAT,21.4681,800.25,245.78
palm-8B,8192,256000,4096,8192,256000,4096,False,16,TT,CUTLASS,26.9274,638.01,195.95
palm-8B,8192,256000,4096,8192,256000,4096,False,16,TT,TE_CUBLAS,19.2570,892.14,274.00
palm-8B,8192,256000,4096,1,128,128,False,16,GB,MXBLAS,22.1540,775.47,238.17
palm-8B,8192,256000,4096,1,128,128,False,16,GB,DEEP_GEMM,27.0164,635.91,195.31
palm-8B,8192,256000,4096,1,128,128,False,16,GB,CUTLASS,32.0856,535.44,164.45
palm-8B,8192,256000,4096,1,128,128,False,16,GB,SG_LANG,34.5312,497.52,152.80
palm-8B,8192,256000,4096,128,128,128,False,16,BB,MXBLAS,25.9650,661.65,203.21
palm-8B,8192,256000,4096,128,128,128,False,16,BB,FB_GEMM,30.6995,559.61,171.87
palm-8B,8192,256000,4096,128,128,128,False,16,BB,CUTLASS,32.2933,532.00,163.39
palm-8B,8192,256000,4096,1,1,4096,False,16,CC,MXBLAS,19.4600,882.83,271.14
palm-8B,8192,256000,4096,1,1,4096,False,16,CC,FB_GEMM,20.7734,827.01,254.00
palm-8B,8192,256000,4096,1,1,4096,False,16,CC,SG_LANG,27.7951,618.09,189.83
palm-8B,16384,4096,4096,16384,4096,4096,False,16,TT,MXBLAS,0.5862,937.91,372.10
palm-8B,16384,4096,4096,16384,4096,4096,False,16,TT,COAT,0.6521,843.03,334.45
palm-8B,16384,4096,4096,16384,4096,4096,False,16,TT,CUTLASS,0.8830,622.59,247.00
palm-8B,16384,4096,4096,16384,4096,4096,False,16,TT,TE_CUBLAS,0.5855,939.02,372.54
palm-8B,16384,4096,4096,1,128,128,False,16,GB,MXBLAS,0.7224,761.04,301.93
palm-8B,16384,4096,4096,1,128,128,False,16,GB,DEEP_GEMM,0.8623,637.52,252.92
palm-8B,16384,4096,4096,1,128,128,False,16,GB,CUTLASS,1.0503,523.44,207.66
palm-8B,16384,4096,4096,1,128,128,False,16,GB,SG_LANG,1.0665,515.46,204.50
palm-8B,16384,4096,4096,128,128,128,False,16,BB,MXBLAS,0.7741,710.15,281.74
palm-8B,16384,4096,4096,128,128,128,False,16,BB,FB_GEMM,1.0166,540.76,214.54
palm-8B,16384,4096,4096,128,128,128,False,16,BB,CUTLASS,1.0586,519.33,206.03
palm-8B,16384,4096,4096,1,1,4096,False,16,CC,MXBLAS,0.6101,901.05,357.47
palm-8B,16384,4096,4096,1,1,4096,False,16,CC,FB_GEMM,0.6420,856.30,339.72
palm-8B,16384,4096,4096,1,1,4096,False,16,CC,SG_LANG,0.6105,900.50,357.25
palm-8B,16384,16384,4096,16384,16384,4096,False,16,TT,MXBLAS,2.3340,942.17,287.53
palm-8B,16384,16384,4096,16384,16384,4096,False,16,TT,COAT,2.5695,855.81,261.17
palm-8B,16384,16384,4096,16384,16384,4096,False,16,TT,CUTLASS,3.4561,636.26,194.17
palm-8B,16384,16384,4096,16384,16384,4096,False,16,TT,TE_CUBLAS,2.3580,932.58,284.60
palm-8B,16384,16384,4096,1,128,128,False,16,GB,MXBLAS,2.7030,813.55,248.28
palm-8B,16384,16384,4096,1,128,128,False,16,GB,DEEP_GEMM,3.4135,644.22,196.60
palm-8B,16384,16384,4096,1,128,128,False,16,GB,CUTLASS,4.1227,533.39,162.78
palm-8B,16384,16384,4096,1,128,128,False,16,GB,SG_LANG,4.2848,513.22,156.62
palm-8B,16384,16384,4096,128,128,128,False,16,BB,MXBLAS,3.0390,723.60,220.83
palm-8B,16384,16384,4096,128,128,128,False,16,BB,FB_GEMM,4.0308,545.55,166.49
palm-8B,16384,16384,4096,128,128,128,False,16,BB,CUTLASS,4.1697,527.38,160.94
palm-8B,16384,16384,4096,1,1,4096,False,16,CC,MXBLAS,2.3550,933.77,284.96
palm-8B,16384,16384,4096,1,1,4096,False,16,CC,FB_GEMM,2.4734,889.07,271.32
palm-8B,16384,16384,4096,1,1,4096,False,16,CC,SG_LANG,2.9878,735.99,224.61
palm-8B,16384,4096,16384,16384,4096,16384,False,16,TT,MXBLAS,2.2490,977.78,208.88
palm-8B,16384,4096,16384,16384,4096,16384,False,16,TT,COAT,2.2898,960.36,205.16
palm-8B,16384,4096,16384,16384,4096,16384,False,16,TT,CUTLASS,3.0010,732.76,156.53
palm-8B,16384,4096,16384,16384,4096,16384,False,16,TT,TE_CUBLAS,2.3230,946.63,202.22
palm-8B,16384,4096,16384,1,128,128,False,16,GB,MXBLAS,2.7420,801.98,171.32
palm-8B,16384,4096,16384,1,128,128,False,16,GB,DEEP_GEMM,3.1959,688.07,146.99
palm-8B,16384,4096,16384,1,128,128,False,16,GB,CUTLASS,3.5418,620.88,132.64
palm-8B,16384,4096,16384,1,128,128,False,16,GB,SG_LANG,4.0918,537.42,114.81
palm-8B,16384,4096,16384,128,128,128,False,16,BB,MXBLAS,3.2530,676.00,144.41
palm-8B,16384,4096,16384,128,128,128,False,16,BB,FB_GEMM,3.7143,592.04,126.47
palm-8B,16384,4096,16384,128,128,128,False,16,BB,CUTLASS,3.5620,617.36,131.88
palm-8B,16384,4096,16384,1,1,16384,False,16,CC,MXBLAS,2.2810,964.06,205.95
palm-8B,16384,4096,16384,1,1,16384,False,16,CC,FB_GEMM,2.2786,965.10,206.17
palm-8B,16384,4096,16384,1,1,16384,False,16,CC,SG_LANG,3.0012,732.71,156.52
palm-8B,16384,256000,4096,16384,256000,4096,False,16,TT,MXBLAS,nan,nan,nan
palm-8B,16384,256000,4096,16384,256000,4096,False,16,TT,COAT,nan,nan,nan
palm-8B,16384,256000,4096,16384,256000,4096,False,16,TT,CUTLASS,54.4622,630.89,174.51
palm-8B,16384,256000,4096,16384,256000,4096,False,16,TT,TE_CUBLAS,39.7120,865.22,239.33
palm-8B,16384,256000,4096,1,128,128,False,16,GB,MXBLAS,nan,nan,nan
palm-8B,16384,256000,4096,1,128,128,False,16,GB,DEEP_GEMM,nan,nan,nan
palm-8B,16384,256000,4096,1,128,128,False,16,GB,CUTLASS,64.5002,532.71,147.35
palm-8B,16384,256000,4096,1,128,128,False,16,GB,SG_LANG,nan,nan,nan
palm-8B,16384,256000,4096,128,128,128,False,16,BB,MXBLAS,nan,nan,nan
palm-8B,16384,256000,4096,128,128,128,False,16,BB,FB_GEMM,nan,nan,nan
palm-8B,16384,256000,4096,128,128,128,False,16,BB,CUTLASS,64.6381,531.57,147.04
palm-8B,16384,256000,4096,1,1,4096,False,16,CC,MXBLAS,nan,nan,nan
palm-8B,16384,256000,4096,1,1,4096,False,16,CC,FB_GEMM,nan,nan,nan
palm-8B,16384,256000,4096,1,1,4096,False,16,CC,SG_LANG,nan,nan,nan
palm-62B,128,8192,8192,128,8192,8192,False,16,TT,MXBLAS,0.0570,301.35,1232.32
palm-62B,128,8192,8192,128,8192,8192,False,16,TT,COAT,0.1443,119.03,486.74
palm-62B,128,8192,8192,128,8192,8192,False,16,TT,CUTLASS,0.0561,306.15,1251.95
palm-62B,128,8192,8192,128,8192,8192,False,16,TT,TE_CUBLAS,0.0594,289.26,1182.88
palm-62B,128,8192,8192,1,128,128,False,16,GB,MXBLAS,0.0578,297.39,1216.15
palm-62B,128,8192,8192,1,128,128,False,16,GB,DEEP_GEMM,0.0471,364.60,1490.97
palm-62B,128,8192,8192,1,128,128,False,16,GB,CUTLASS,0.0636,270.12,1104.63
palm-62B,128,8192,8192,1,128,128,False,16,GB,SG_LANG,0.0650,264.42,1081.31
palm-62B,128,8192,8192,128,128,128,False,16,BB,MXBLAS,0.0585,293.66,1200.87
palm-62B,128,8192,8192,128,128,128,False,16,BB,FB_GEMM,0.0896,191.84,784.51
palm-62B,128,8192,8192,128,128,128,False,16,BB,CUTLASS,0.0630,272.51,1114.37
palm-62B,128,8192,8192,1,1,8192,False,16,CC,MXBLAS,0.0579,296.73,1213.42
palm-62B,128,8192,8192,1,1,8192,False,16,CC,FB_GEMM,0.0979,175.51,717.73
palm-62B,128,8192,8192,1,1,8192,False,16,CC,SG_LANG,0.0547,313.82,1283.33
palm-62B,128,32768,8192,128,32768,8192,False,16,TT,MXBLAS,0.1743,394.32,1594.47
palm-62B,128,32768,8192,128,32768,8192,False,16,TT,COAT,0.2018,340.47,1376.72
palm-62B,128,32768,8192,128,32768,8192,False,16,TT,CUTLASS,0.1962,350.22,1416.16
palm-62B,128,32768,8192,128,32768,8192,False,16,TT,TE_CUBLAS,0.1827,376.06,1520.64
palm-62B,128,32768,8192,1,128,128,False,16,GB,MXBLAS,0.1768,388.73,1571.87
palm-62B,128,32768,8192,1,128,128,False,16,GB,DEEP_GEMM,0.1658,414.48,1675.99
palm-62B,128,32768,8192,1,128,128,False,16,GB,CUTLASS,0.2098,327.61,1324.70
palm-62B,128,32768,8192,1,128,128,False,16,GB,SG_LANG,0.2086,329.44,1332.13
palm-62B,128,32768,8192,128,128,128,False,16,BB,MXBLAS,0.1796,382.73,1547.60
palm-62B,128,32768,8192,128,128,128,False,16,BB,FB_GEMM,0.1979,347.30,1404.33
palm-62B,128,32768,8192,128,128,128,False,16,BB,CUTLASS,0.2100,327.30,1323.47
palm-62B,128,32768,8192,1,1,8192,False,16,CC,MXBLAS,0.1766,389.15,1573.56
palm-62B,128,32768,8192,1,1,8192,False,16,CC,FB_GEMM,0.1897,362.17,1464.46
palm-62B,128,32768,8192,1,1,8192,False,16,CC,SG_LANG,0.1684,407.97,1649.64
palm-62B,128,8192,32768,128,8192,32768,False,16,TT,MXBLAS,0.1687,407.46,1628.96
palm-62B,128,8192,32768,128,8192,32768,False,16,TT,COAT,0.2559,268.54,1073.55
palm-62B,128,8192,32768,128,8192,32768,False,16,TT,CUTLASS,0.1769,388.48,1553.06
palm-62B,128,8192,32768,128,8192,32768,False,16,TT,TE_CUBLAS,0.1757,391.09,1563.49
palm-62B,128,8192,32768,1,128,128,False,16,GB,MXBLAS,0.1717,400.13,1599.65
palm-62B,128,8192,32768,1,128,128,False,16,GB,DEEP_GEMM,0.1597,430.19,1719.79
palm-62B,128,8192,32768,1,128,128,False,16,GB,CUTLASS,0.2071,331.86,1326.70
palm-62B,128,8192,32768,1,128,128,False,16,GB,SG_LANG,0.2314,296.97,1187.22
palm-62B,128,8192,32768,128,128,128,False,16,BB,MXBLAS,0.1826,376.41,1504.82
palm-62B,128,8192,32768,128,128,128,False,16,BB,FB_GEMM,0.2214,310.40,1240.91
palm-62B,128,8192,32768,128,128,128,False,16,BB,CUTLASS,0.2082,330.01,1319.31
palm-62B,128,8192,32768,1,1,32768,False,16,CC,MXBLAS,0.1690,406.66,1625.76
palm-62B,128,8192,32768,1,1,32768,False,16,CC,FB_GEMM,0.1867,368.15,1471.80
palm-62B,128,8192,32768,1,1,32768,False,16,CC,SG_LANG,0.2078,330.67,1321.97
palm-62B,128,256000,8192,128,256000,8192,False,16,TT,MXBLAS,1.2070,444.80,1792.66
palm-62B,128,256000,8192,128,256000,8192,False,16,TT,COAT,1.2299,436.53,1759.34
palm-62B,128,256000,8192,128,256000,8192,False,16,TT,CUTLASS,1.2457,430.99,1736.99
palm-62B,128,256000,8192,128,256000,8192,False,16,TT,TE_CUBLAS,1.2180,440.78,1776.47
palm-62B,128,256000,8192,1,128,128,False,16,GB,MXBLAS,1.2280,437.19,1762.00
palm-62B,128,256000,8192,1,128,128,False,16,GB,DEEP_GEMM,1.2532,428.40,1726.55
palm-62B,128,256000,8192,1,128,128,False,16,GB,CUTLASS,1.2775,420.25,1693.70
palm-62B,128,256000,8192,1,128,128,False,16,GB,SG_LANG,1.3002,412.92,1664.17
palm-62B,128,256000,8192,128,128,128,False,16,BB,MXBLAS,1.2410,432.61,1743.54
palm-62B,128,256000,8192,128,128,128,False,16,BB,FB_GEMM,1.2528,428.52,1727.05
palm-62B,128,256000,8192,128,128,128,False,16,BB,CUTLASS,1.2789,419.78,1691.83
palm-62B,128,256000,8192,1,1,8192,False,16,CC,MXBLAS,1.2070,444.80,1792.66
palm-62B,128,256000,8192,1,1,8192,False,16,CC,FB_GEMM,1.2256,438.05,1765.47
palm-62B,128,256000,8192,1,1,8192,False,16,CC,SG_LANG,1.3141,408.55,1646.58
palm-62B,1024,8192,8192,1024,8192,8192,False,16,TT,MXBLAS,0.1715,801.53,538.14
palm-62B,1024,8192,8192,1024,8192,8192,False,16,TT,COAT,0.2084,659.62,442.86
